date,sku,units_sold
2024-05-15,SKU0001,0
2024-05-16,SKU0001,3
2024-05-17,SKU0001,1
2024-05-18,SKU0001,1
2024-05-19,SKU0001,0
2024-05-20,SKU0001,1
2024-05-21,SKU0001,1
2024-05-22,SKU0001,2
2024-05-23,SKU0001,1
2024-05-24,SKU0001,1
2024-05-25,SKU0001,0
2024-05-26,SKU0001,0
2024-05-27,SKU0001,1
2024-05-28,SKU0001,0
2024-05-29,SKU0001,0
2024-05-30,SKU0001,2
2024-05-31,SKU0001,2
2024-06-01,SKU0001,0
2024-06-02,SKU0001,1
2024-06-03,SKU0001,0
2024-06-04,SKU0001,1
2024-06-05,SKU0001,0
2024-06-06,SKU0001,1
2024-06-07,SKU0001,1
2024-06-08,SKU0001,1
2024-06-09,SKU0001,0
2024-06-10,SKU0001,2
2024-06-11,SKU0001,0
2024-06-12,SKU0001,0
2024-06-13,SKU0001,1
2024-06-14,SKU0001,0
2024-06-15,SKU0001,2
2024-06-16,SKU0001,2
2024-06-17,SKU0001,0
2024-06-18,SKU0001,3
2024-06-19,SKU0001,0
2024-06-20,SKU0001,1
2024-06-21,SKU0001,0
2024-06-22,SKU0001,2
2024-06-23,SKU0001,0
2024-06-24,SKU0001,0
2024-06-25,SKU0001,0
2024-06-26,SKU0001,4
2024-06-27,SKU0001,2
2024-06-28,SKU0001,1
2024-06-29,SKU0001,2
2024-06-30,SKU0001,2
2024-07-01,SKU0001,1
2024-07-02,SKU0001,0
2024-07-03,SKU0001,1
2024-07-04,SKU0001,1
2024-07-05,SKU0001,0
2024-07-06,SKU0001,0
2024-07-07,SKU0001,1
2024-07-08,SKU0001,0
2024-07-09,SKU0001,2
2024-07-10,SKU0001,0
2024-07-11,SKU0001,0
2024-07-12,SKU0001,2
2024-07-13,SKU0001,0
2024-07-14,SKU0001,0
2024-07-15,SKU0001,1
2024-07-16,SKU0001,2
2024-07-17,SKU0001,0
2024-07-18,SKU0001,0
2024-07-19,SKU0001,1
2024-07-20,SKU0001,3
2024-07-21,SKU0001,1
2024-07-22,SKU0001,0
2024-07-23,SKU0001,0
2024-07-24,SKU0001,0
2024-07-25,SKU0001,0
2024-07-26,SKU0001,1
2024-07-27,SKU0001,0
2024-07-28,SKU0001,1
2024-07-29,SKU0001,1
2024-07-30,SKU0001,1
2024-07-31,SKU0001,0
2024-08-01,SKU0001,1
2024-08-02,SKU0001,1
2024-08-03,SKU0001,1
2024-08-04,SKU0001,0
2024-08-05,SKU0001,0
2024-08-06,SKU0001,2
2024-08-07,SKU0001,0
2024-08-08,SKU0001,0
2024-08-09,SKU0001,1
2024-08-10,SKU0001,1
2024-08-11,SKU0001,3
2024-08-12,SKU0001,0
2024-08-13,SKU0001,2
2024-08-14,SKU0001,0
2024-08-15,SKU0001,1
2024-08-16,SKU0001,1
2024-08-17,SKU0001,0
2024-08-18,SKU0001,0
2024-08-19,SKU0001,0
2024-08-20,SKU0001,3
2024-08-21,SKU0001,1
2024-08-22,SKU0001,2
2024-08-23,SKU0001,1
2024-08-24,SKU0001,1
2024-08-25,SKU0001,1
2024-08-26,SKU0001,0
2024-08-27,SKU0001,0
2024-08-28,SKU0001,2
2024-08-29,SKU0001,1
2024-08-30,SKU0001,0
2024-08-31,SKU0001,1
2024-09-01,SKU0001,1
2024-09-02,SKU0001,2
2024-09-03,SKU0001,1
2024-09-04,SKU0001,0
2024-09-05,SKU0001,0
2024-09-06,SKU0001,0
2024-09-07,SKU0001,1
2024-09-08,SKU0001,2
2024-09-09,SKU0001,0
2024-09-10,SKU0001,0
2024-09-11,SKU0001,0
2024-09-12,SKU0001,1
2024-09-13,SKU0001,2
2024-09-14,SKU0001,0
2024-09-15,SKU0001,0
2024-09-16,SKU0001,1
2024-09-17,SKU0001,0
2024-09-18,SKU0001,2
2024-09-19,SKU0001,0
2024-09-20,SKU0001,0
2024-09-21,SKU0001,2
2024-09-22,SKU0001,0
2024-09-23,SKU0001,0
2024-09-24,SKU0001,0
2024-09-25,SKU0001,0
2024-09-26,SKU0001,0
2024-09-27,SKU0001,0
2024-09-28,SKU0001,0
2024-09-29,SKU0001,0
2024-09-30,SKU0001,1
2024-10-01,SKU0001,1
2024-10-02,SKU0001,0
2024-10-03,SKU0001,0
2024-10-04,SKU0001,1
2024-10-05,SKU0001,2
2024-10-06,SKU0001,2
2024-10-07,SKU0001,0
2024-10-08,SKU0001,0
2024-10-09,SKU0001,0
2024-10-10,SKU0001,0
2024-10-11,SKU0001,1
2024-10-12,SKU0001,1
2024-10-13,SKU0001,0
2024-10-14,SKU0001,0
2024-10-15,SKU0001,1
2024-10-16,SKU0001,0
2024-10-17,SKU0001,2
2024-10-18,SKU0001,0
2024-10-19,SKU0001,2
2024-10-20,SKU0001,0
2024-10-21,SKU0001,2
2024-10-22,SKU0001,2
2024-10-23,SKU0001,3
2024-10-24,SKU0001,2
2024-10-25,SKU0001,1
2024-10-26,SKU0001,1
2024-10-27,SKU0001,1
2024-10-28,SKU0001,0
2024-10-29,SKU0001,1
2024-10-30,SKU0001,1
2024-10-31,SKU0001,2
2024-11-01,SKU0001,1
2024-11-02,SKU0001,0
2024-11-03,SKU0001,1
2024-11-04,SKU0001,0
2024-11-05,SKU0001,0
2024-11-06,SKU0001,1
2024-11-07,SKU0001,0
2024-11-08,SKU0001,0
2024-11-09,SKU0001,0
2024-11-10,SKU0001,0
2024-11-11,SKU0001,0
2024-11-12,SKU0001,0
2024-11-13,SKU0001,1
2024-11-14,SKU0001,0
2024-11-15,SKU0001,3
2024-11-16,SKU0001,2
2024-11-17,SKU0001,1
2024-11-18,SKU0001,0
2024-11-19,SKU0001,1
2024-11-20,SKU0001,2
2024-11-21,SKU0001,1
2024-11-22,SKU0001,2
2024-11-23,SKU0001,1
2024-11-24,SKU0001,1
2024-11-25,SKU0001,0
2024-11-26,SKU0001,1
2024-11-27,SKU0001,0
2024-11-28,SKU0001,1
2024-11-29,SKU0001,2
2024-11-30,SKU0001,0
2024-12-01,SKU0001,1
2024-12-02,SKU0001,0
2024-12-03,SKU0001,1
2024-12-04,SKU0001,0
2024-12-05,SKU0001,2
2024-12-06,SKU0001,0
2024-12-07,SKU0001,3
2024-12-08,SKU0001,2
2024-12-09,SKU0001,1
2024-12-10,SKU0001,1
2024-12-11,SKU0001,1
2024-12-12,SKU0001,2
2024-12-13,SKU0001,0
2024-12-14,SKU0001,1
2024-12-15,SKU0001,0
2024-12-16,SKU0001,1
2024-12-17,SKU0001,0
2024-12-18,SKU0001,1
2024-12-19,SKU0001,1
2024-12-20,SKU0001,1
2024-12-21,SKU0001,1
2024-12-22,SKU0001,1
2024-12-23,SKU0001,1
2024-12-24,SKU0001,0
2024-12-25,SKU0001,1
2024-12-26,SKU0001,2
2024-12-27,SKU0001,0
2024-12-28,SKU0001,0
2024-12-29,SKU0001,0
2024-12-30,SKU0001,1
2024-12-31,SKU0001,1
2024-01-01,SKU0002,0
2024-01-02,SKU0002,0
2024-01-03,SKU0002,0
2024-01-04,SKU0002,0
2024-01-05,SKU0002,1
2024-01-06,SKU0002,0
2024-01-07,SKU0002,0
2024-01-08,SKU0002,0
2024-01-09,SKU0002,0
2024-01-10,SKU0002,0
2024-01-11,SKU0002,0
2024-01-12,SKU0002,1
2024-01-13,SKU0002,0
2024-01-14,SKU0002,0
2024-01-15,SKU0002,0
2024-01-16,SKU0002,0
2024-01-17,SKU0002,1
2024-01-18,SKU0002,0
2024-01-19,SKU0002,0
2024-01-20,SKU0002,0
2024-01-21,SKU0002,2
2024-01-22,SKU0002,0
2024-01-23,SKU0002,1
2024-01-24,SKU0002,0
2024-01-25,SKU0002,1
2024-01-26,SKU0002,0
2024-01-27,SKU0002,0
2024-01-28,SKU0002,0
2024-01-29,SKU0002,0
2024-01-30,SKU0002,0
2024-01-31,SKU0002,0
2024-02-01,SKU0002,1
2024-02-02,SKU0002,0
2024-02-03,SKU0002,0
2024-02-04,SKU0002,0
2024-02-05,SKU0002,0
2024-02-06,SKU0002,1
2024-02-07,SKU0002,0
2024-02-08,SKU0002,0
2024-02-09,SKU0002,2
2024-02-10,SKU0002,1
2024-02-11,SKU0002,0
2024-02-12,SKU0002,1
2024-02-13,SKU0002,0
2024-02-14,SKU0002,3
2024-02-15,SKU0002,0
2024-02-16,SKU0002,0
2024-02-17,SKU0002,0
2024-02-18,SKU0002,1
2024-02-19,SKU0002,0
2024-02-20,SKU0002,0
2024-02-21,SKU0002,0
2024-02-22,SKU0002,0
2024-02-23,SKU0002,0
2024-02-24,SKU0002,1
2024-02-25,SKU0002,0
2024-02-26,SKU0002,0
2024-02-27,SKU0002,0
2024-02-28,SKU0002,0
2024-02-29,SKU0002,0
2024-03-01,SKU0002,1
2024-03-02,SKU0002,0
2024-03-03,SKU0002,1
2024-03-04,SKU0002,0
2024-03-05,SKU0002,1
2024-03-06,SKU0002,1
2024-03-07,SKU0002,0
2024-03-08,SKU0002,0
2024-03-09,SKU0002,1
2024-03-10,SKU0002,0
2024-03-11,SKU0002,0
2024-03-12,SKU0002,0
2024-03-13,SKU0002,0
2024-03-14,SKU0002,0
2024-03-15,SKU0002,0
2024-03-16,SKU0002,1
2024-03-17,SKU0002,0
2024-03-18,SKU0002,0
2024-03-19,SKU0002,0
2024-03-20,SKU0002,0
2024-03-21,SKU0002,0
2024-03-22,SKU0002,2
2024-03-23,SKU0002,0
2024-03-24,SKU0002,0
2024-03-25,SKU0002,0
2024-03-26,SKU0002,0
2024-03-27,SKU0002,1
2024-03-28,SKU0002,0
2024-03-29,SKU0002,0
2024-03-30,SKU0002,0
2024-03-31,SKU0002,0
2024-04-01,SKU0002,2
2024-04-02,SKU0002,0
2024-04-03,SKU0002,0
2024-04-04,SKU0002,0
2024-04-05,SKU0002,0
2024-04-06,SKU0002,0
2024-04-07,SKU0002,1
2024-04-08,SKU0002,0
2024-04-09,SKU0002,0
2024-04-10,SKU0002,0
2024-04-11,SKU0002,0
2024-04-12,SKU0002,1
2024-04-13,SKU0002,0
2024-04-14,SKU0002,0
2024-04-15,SKU0002,0
2024-04-16,SKU0002,0
2024-04-17,SKU0002,0
2024-04-18,SKU0002,0
2024-04-19,SKU0002,0
2024-04-20,SKU0002,0
2024-04-21,SKU0002,0
2024-04-22,SKU0002,0
2024-04-23,SKU0002,0
2024-04-24,SKU0002,0
2024-04-25,SKU0002,0
2024-04-26,SKU0002,0
2024-04-27,SKU0002,0
2024-04-28,SKU0002,0
2024-04-29,SKU0002,0
2024-04-30,SKU0002,0
2024-05-01,SKU0002,0
2024-05-02,SKU0002,0
2024-05-03,SKU0002,0
2024-05-04,SKU0002,0
2024-05-05,SKU0002,0
2024-05-06,SKU0002,0
2024-05-07,SKU0002,0
2024-05-08,SKU0002,0
2024-05-09,SKU0002,1
2024-05-10,SKU0002,0
2024-05-11,SKU0002,0
2024-05-12,SKU0002,0
2024-05-13,SKU0002,0
2024-05-14,SKU0002,0
2024-05-15,SKU0002,0
2024-05-16,SKU0002,1
2024-05-17,SKU0002,1
2024-05-18,SKU0002,0
2024-05-19,SKU0002,0
2024-05-20,SKU0002,1
2024-05-21,SKU0002,0
2024-05-22,SKU0002,1
2024-05-23,SKU0002,0
2024-05-24,SKU0002,0
2024-05-25,SKU0002,0
2024-05-26,SKU0002,1
2024-05-27,SKU0002,0
2024-05-28,SKU0002,0
2024-05-29,SKU0002,0
2024-05-30,SKU0002,0
2024-05-31,SKU0002,0
2024-06-01,SKU0002,0
2024-06-02,SKU0002,0
2024-06-03,SKU0002,1
2024-06-04,SKU0002,1
2024-06-05,SKU0002,0
2024-06-06,SKU0002,0
2024-06-07,SKU0002,0
2024-06-08,SKU0002,0
2024-06-09,SKU0002,0
2024-06-10,SKU0002,1
2024-06-11,SKU0002,2
2024-06-12,SKU0002,0
2024-06-13,SKU0002,0
2024-06-14,SKU0002,0
2024-06-15,SKU0002,0
2024-06-16,SKU0002,0
2024-06-17,SKU0002,0
2024-06-18,SKU0002,0
2024-06-19,SKU0002,0
2024-06-20,SKU0002,0
2024-06-21,SKU0002,0
2024-06-22,SKU0002,0
2024-06-23,SKU0002,1
2024-06-24,SKU0002,2
2024-06-25,SKU0002,0
2024-06-26,SKU0002,1
2024-06-27,SKU0002,2
2024-06-28,SKU0002,0
2024-06-29,SKU0002,0
2024-06-30,SKU0002,0
2024-07-01,SKU0002,0
2024-07-02,SKU0002,0
2024-07-03,SKU0002,0
2024-07-04,SKU0002,0
2024-07-05,SKU0002,0
2024-07-06,SKU0002,0
2024-07-07,SKU0002,1
2024-07-08,SKU0002,0
2024-07-09,SKU0002,0
2024-07-10,SKU0002,0
2024-07-11,SKU0002,0
2024-07-12,SKU0002,0
2024-07-13,SKU0002,0
2024-07-14,SKU0002,0
2024-07-15,SKU0002,0
2024-07-16,SKU0002,1
2024-07-17,SKU0002,0
2024-07-18,SKU0002,0
2024-07-19,SKU0002,0
2024-07-20,SKU0002,0
2024-07-21,SKU0002,0
2024-07-22,SKU0002,0
2024-07-23,SKU0002,0
2024-07-24,SKU0002,0
2024-07-25,SKU0002,1
2024-07-26,SKU0002,0
2024-07-27,SKU0002,0
2024-07-28,SKU0002,1
2024-07-29,SKU0002,0
2024-07-30,SKU0002,1
2024-07-31,SKU0002,0
2024-08-01,SKU0002,1
2024-08-02,SKU0002,0
2024-08-03,SKU0002,0
2024-08-04,SKU0002,0
2024-08-05,SKU0002,0
2024-08-06,SKU0002,0
2024-08-07,SKU0002,1
2024-08-08,SKU0002,0
2024-08-09,SKU0002,0
2024-08-10,SKU0002,0
2024-08-11,SKU0002,0
2024-08-12,SKU0002,0
2024-08-13,SKU0002,1
2024-08-14,SKU0002,0
2024-08-15,SKU0002,0
2024-08-16,SKU0002,0
2024-08-17,SKU0002,0
2024-08-18,SKU0002,0
2024-08-19,SKU0002,0
2024-08-20,SKU0002,0
2024-08-21,SKU0002,2
2024-08-22,SKU0002,0
2024-08-23,SKU0002,0
2024-08-24,SKU0002,0
2024-08-25,SKU0002,1
2024-08-26,SKU0002,0
2024-08-27,SKU0002,1
2024-08-28,SKU0002,0
2024-08-29,SKU0002,1
2024-08-30,SKU0002,0
2024-08-31,SKU0002,0
2024-09-01,SKU0002,0
2024-09-02,SKU0002,0
2024-09-03,SKU0002,0
2024-09-04,SKU0002,1
2024-09-05,SKU0002,2
2024-09-06,SKU0002,0
2024-09-07,SKU0002,0
2024-09-08,SKU0002,0
2024-09-09,SKU0002,0
2024-09-10,SKU0002,0
2024-09-11,SKU0002,0
2024-09-12,SKU0002,0
2024-09-13,SKU0002,0
2024-09-14,SKU0002,2
2024-09-15,SKU0002,0
2024-09-16,SKU0002,1
2024-09-17,SKU0002,0
2024-09-18,SKU0002,0
2024-09-19,SKU0002,0
2024-09-20,SKU0002,0
2024-09-21,SKU0002,0
2024-09-22,SKU0002,1
2024-09-23,SKU0002,1
2024-09-24,SKU0002,0
2024-09-25,SKU0002,0
2024-09-26,SKU0002,0
2024-09-27,SKU0002,0
2024-09-28,SKU0002,0
2024-09-29,SKU0002,0
2024-09-30,SKU0002,0
2024-10-01,SKU0002,1
2024-10-02,SKU0002,0
2024-10-03,SKU0002,0
2024-10-04,SKU0002,0
2024-10-05,SKU0002,0
2024-10-06,SKU0002,0
2024-10-07,SKU0002,1
2024-10-08,SKU0002,0
2024-10-09,SKU0002,0
2024-10-10,SKU0002,0
2024-10-11,SKU0002,0
2024-10-12,SKU0002,0
2024-10-13,SKU0002,1
2024-10-14,SKU0002,0
2024-10-15,SKU0002,0
2024-10-16,SKU0002,1
2024-10-17,SKU0002,0
2024-10-18,SKU0002,1
2024-10-19,SKU0002,0
2024-10-20,SKU0002,0
2024-10-21,SKU0002,0
2024-10-22,SKU0002,0
2024-10-23,SKU0002,1
2024-10-24,SKU0002,0
2024-10-25,SKU0002,0
2024-10-26,SKU0002,0
2024-10-27,SKU0002,0
2024-10-28,SKU0002,1
2024-10-29,SKU0002,2
2024-10-30,SKU0002,0
2024-10-31,SKU0002,0
2024-11-01,SKU0002,0
2024-11-02,SKU0002,0
2024-11-03,SKU0002,2
2024-11-04,SKU0002,0
2024-11-05,SKU0002,0
2024-11-06,SKU0002,0
2024-11-07,SKU0002,1
2024-11-08,SKU0002,0
2024-11-09,SKU0002,0
2024-11-10,SKU0002,0
2024-11-11,SKU0002,0
2024-11-12,SKU0002,0
2024-11-13,SKU0002,0
2024-11-14,SKU0002,0
2024-11-15,SKU0002,0
2024-11-16,SKU0002,0
2024-11-17,SKU0002,0
2024-11-18,SKU0002,1
2024-11-19,SKU0002,0
2024-11-20,SKU0002,0
2024-11-21,SKU0002,0
2024-11-22,SKU0002,1
2024-11-23,SKU0002,0
2024-11-24,SKU0002,0
2024-11-25,SKU0002,1
2024-11-26,SKU0002,0
2024-11-27,SKU0002,0
2024-11-28,SKU0002,0
2024-11-29,SKU0002,0
2024-11-30,SKU0002,0
2024-12-01,SKU0002,0
2024-12-02,SKU0002,0
2024-12-03,SKU0002,0
2024-12-04,SKU0002,1
2024-12-05,SKU0002,0
2024-12-06,SKU0002,0
2024-12-07,SKU0002,0
2024-12-08,SKU0002,0
2024-12-09,SKU0002,0
2024-12-10,SKU0002,0
2024-12-11,SKU0002,2
2024-12-12,SKU0002,0
2024-12-13,SKU0002,0
2024-12-14,SKU0002,1
2024-12-15,SKU0002,0
2024-12-16,SKU0002,0
2024-12-17,SKU0002,0
2024-12-18,SKU0002,0
2024-12-19,SKU0002,0
2024-12-20,SKU0002,1
2024-12-21,SKU0002,0
2024-12-22,SKU0002,0
2024-12-23,SKU0002,0
2024-12-24,SKU0002,0
2024-12-25,SKU0002,0
2024-12-26,SKU0002,0
2024-12-27,SKU0002,0
2024-12-28,SKU0002,0
2024-12-29,SKU0002,0
2024-12-30,SKU0002,0
2024-12-31,SKU0002,0
2024-01-01,SKU0003,0
2024-01-02,SKU0003,0
2024-01-03,SKU0003,0
2024-01-04,SKU0003,2
2024-01-05,SKU0003,0
2024-01-06,SKU0003,0
2024-01-07,SKU0003,0
2024-01-08,SKU0003,0
2024-01-09,SKU0003,0
2024-01-10,SKU0003,0
2024-01-11,SKU0003,0
2024-01-12,SKU0003,0
2024-01-13,SKU0003,0
2024-01-14,SKU0003,0
2024-01-15,SKU0003,0
2024-01-16,SKU0003,1
2024-01-17,SKU0003,0
2024-01-18,SKU0003,0
2024-01-19,SKU0003,0
2024-01-20,SKU0003,0
2024-01-21,SKU0003,0
2024-01-22,SKU0003,0
2024-01-23,SKU0003,1
2024-01-24,SKU0003,0
2024-01-25,SKU0003,0
2024-01-26,SKU0003,0
2024-01-27,SKU0003,0
2024-01-28,SKU0003,0
2024-01-29,SKU0003,1
2024-01-30,SKU0003,1
2024-01-31,SKU0003,0
2024-02-01,SKU0003,0
2024-02-02,SKU0003,0
2024-02-03,SKU0003,0
2024-02-04,SKU0003,1
2024-02-05,SKU0003,0
2024-02-06,SKU0003,0
2024-02-07,SKU0003,2
2024-02-08,SKU0003,0
2024-02-09,SKU0003,0
2024-02-10,SKU0003,1
2024-02-11,SKU0003,0
2024-02-12,SKU0003,0
2024-02-13,SKU0003,0
2024-02-14,SKU0003,2
2024-02-15,SKU0003,0
2024-02-16,SKU0003,0
2024-02-17,SKU0003,0
2024-02-18,SKU0003,0
2024-02-19,SKU0003,1
2024-02-20,SKU0003,0
2024-02-21,SKU0003,1
2024-02-22,SKU0003,1
2024-02-23,SKU0003,1
2024-02-24,SKU0003,0
2024-02-25,SKU0003,1
2024-02-26,SKU0003,1
2024-02-27,SKU0003,0
2024-02-28,SKU0003,1
2024-02-29,SKU0003,1
2024-03-01,SKU0003,0
2024-03-02,SKU0003,2
2024-03-03,SKU0003,0
2024-03-04,SKU0003,1
2024-03-05,SKU0003,3
2024-03-06,SKU0003,0
2024-03-07,SKU0003,1
2024-03-08,SKU0003,0
2024-03-09,SKU0003,1
2024-03-10,SKU0003,1
2024-03-11,SKU0003,0
2024-03-12,SKU0003,0
2024-03-13,SKU0003,0
2024-03-14,SKU0003,0
2024-03-15,SKU0003,0
2024-03-16,SKU0003,0
2024-03-17,SKU0003,0
2024-03-18,SKU0003,0
2024-03-19,SKU0003,1
2024-03-20,SKU0003,1
2024-03-21,SKU0003,1
2024-03-22,SKU0003,0
2024-03-23,SKU0003,2
2024-03-24,SKU0003,1
2024-03-25,SKU0003,0
2024-03-26,SKU0003,0
2024-03-27,SKU0003,1
2024-03-28,SKU0003,0
2024-03-29,SKU0003,0
2024-03-30,SKU0003,3
2024-03-31,SKU0003,0
2024-04-01,SKU0003,0
2024-04-02,SKU0003,3
2024-04-03,SKU0003,1
2024-04-04,SKU0003,0
2024-04-05,SKU0003,2
2024-04-06,SKU0003,2
2024-04-07,SKU0003,0
2024-04-08,SKU0003,1
2024-04-09,SKU0003,0
2024-04-10,SKU0003,0
2024-04-11,SKU0003,1
2024-04-12,SKU0003,0
2024-04-13,SKU0003,1
2024-04-14,SKU0003,1
2024-04-15,SKU0003,0
2024-04-16,SKU0003,1
2024-04-17,SKU0003,0
2024-04-18,SKU0003,2
2024-04-19,SKU0003,0
2024-04-20,SKU0003,1
2024-04-21,SKU0003,1
2024-04-22,SKU0003,0
2024-04-23,SKU0003,1
2024-04-24,SKU0003,1
2024-04-25,SKU0003,1
2024-04-26,SKU0003,1
2024-04-27,SKU0003,3
2024-04-28,SKU0003,0
2024-04-29,SKU0003,0
2024-04-30,SKU0003,0
2024-05-01,SKU0003,1
2024-05-02,SKU0003,0
2024-05-03,SKU0003,0
2024-05-04,SKU0003,0
2024-05-05,SKU0003,2
2024-05-06,SKU0003,0
2024-05-07,SKU0003,1
2024-05-08,SKU0003,0
2024-05-09,SKU0003,2
2024-05-10,SKU0003,0
2024-05-11,SKU0003,0
2024-05-12,SKU0003,1
2024-05-13,SKU0003,2
2024-05-14,SKU0003,0
2024-05-15,SKU0003,0
2024-05-16,SKU0003,1
2024-05-17,SKU0003,2
2024-05-18,SKU0003,0
2024-05-19,SKU0003,0
2024-05-20,SKU0003,1
2024-05-21,SKU0003,1
2024-05-22,SKU0003,1
2024-05-23,SKU0003,1
2024-05-24,SKU0003,0
2024-05-25,SKU0003,2
2024-05-26,SKU0003,1
2024-05-27,SKU0003,1
2024-05-28,SKU0003,0
2024-05-29,SKU0003,0
2024-05-30,SKU0003,1
2024-05-31,SKU0003,0
2024-06-01,SKU0003,3
2024-06-02,SKU0003,0
2024-06-03,SKU0003,1
2024-06-04,SKU0003,2
2024-06-05,SKU0003,0
2024-06-06,SKU0003,0
2024-06-07,SKU0003,1
2024-06-08,SKU0003,1
2024-06-09,SKU0003,0
2024-06-10,SKU0003,1
2024-06-11,SKU0003,2
2024-06-12,SKU0003,0
2024-06-13,SKU0003,0
2024-06-14,SKU0003,0
2024-06-15,SKU0003,0
2024-06-16,SKU0003,0
2024-06-17,SKU0003,0
2024-06-18,SKU0003,1
2024-06-19,SKU0003,0
2024-06-20,SKU0003,2
2024-06-21,SKU0003,0
2024-06-22,SKU0003,0
2024-06-23,SKU0003,1
2024-06-24,SKU0003,2
2024-06-25,SKU0003,0
2024-06-26,SKU0003,0
2024-06-27,SKU0003,0
2024-06-28,SKU0003,0
2024-06-29,SKU0003,0
2024-06-30,SKU0003,0
2024-07-01,SKU0003,0
2024-07-02,SKU0003,0
2024-07-03,SKU0003,2
2024-07-04,SKU0003,1
2024-07-05,SKU0003,0
2024-07-06,SKU0003,0
2024-07-07,SKU0003,0
2024-07-08,SKU0003,0
2024-07-09,SKU0003,1
2024-07-10,SKU0003,2
2024-07-11,SKU0003,2
2024-07-12,SKU0003,3
2024-07-13,SKU0003,3
2024-07-14,SKU0003,2
2024-07-15,SKU0003,0
2024-07-16,SKU0003,0
2024-07-17,SKU0003,0
2024-07-18,SKU0003,0
